Tweet,Date Created
"This is #Nigeria. As you provide electricity, water, fix your street roads for yourself, also strive to provide security and protect yourself. As far as this country is, OYO is our case.",2018-03-24 16:14:45
#Nigeria: Benefits Of BVN For Banking Security |Business Incorporated| https://t.co/v2mnKcPEoS,2018-03-24 16:12:42
".@Echoesofwomen is a human rights org that promotes peace and security for women &amp; girls in #Nigeria through training programs, social support services, and policy advocacy, mobilizing women to become more involved in socio-political conversations. #InTheRoom #AllianceMembers https://t.co/PjjoAGPnfs",2018-03-24 16:01:08
"A country like nigeria there must a presence of peace and security enough,some peoples are still suffer from a headsmen,boko haram ,kidnappers and so on,why government upsets these sort of calamities, finally we should  think of it and seek a way out indeed !!!",2018-03-24 15:34:55
"@ogundamisi When it comes to politics everything is fair game in Nigeria. Religion, region, ethenic, security you name it. It knows no limits",2018-03-24 15:32:09
"What is happening these days on security in Nigeria is alarming we should not allow history to repeat its self we should learn adage of respecting each other ,the nation is an agglomeration of tribes with different entities which eventually metamorphosed into strong and nation.",2018-03-24 15:25:34
"@kayodebakre8 It simple, Nigeria need to rethink free movement of good and services at it border. We are dealing with insurgency &amp; all sort of security threat, rushing on signing treaties that will hurt our national security is absolutely uncalled for",2018-03-24 15:11:33
"PMB's playing politics with Nigeria's security &amp; yet some are still following him blindly.Nigerians wake up
#NigeriaNotSecure",2018-03-24 15:05:31
"Amina Muhammed, a resident of Labono village, Adamawa, shows the vegetables she has grown thanks to the inputs received from #UNFAO.
 
Find out more about how #UNFAO helped restore livelihoods and increase food security in #Nigeria: https://t.co/yFprYRAMyO 

#UNFAOresults https://t.co/IpBJL8oG0L",2018-03-24 15:04:00
"Buhari's major campaign promises centered around security, anti-corruption, infrastructure, and  unemployment.

Nothing about signing the #AfCFTA goes against any of his promises. Why put Nigeria in peril by delaying the country's assent to such a crucial treaty?",2018-03-24 14:56:37
"@realFFK We the citizen of this country we need to ask the federal government of Nigeria, what's he doing in time of security , in time of protection. People are dying.",2018-03-24 14:54:44
"Retweeted The Guardian Nigeria (@GuardianNigeria):

Dapchi Girls: Nigerian president says his administration will not tolerate attempts by unscrupulous characters “to trivialise or politicise security issues for politically-motivated ends”.
https://t.co/SjrW0DPHVn",2018-03-24 14:51:56
"On line financial transactions just got easier.
....
#digital #tech #web #programming #coding #webdesign #agency #ui #ux #design #nigeria #technology #robots #mobile #business #WeAreNigerianCreatives #DreamMesh  #Entrepreneur #Security #digital #programming #coding #advertising https://t.co/9ooXOd9DRC",2018-03-24 14:50:49
"@realDonaldTrump Mbuhari is trying to hide their terrorist game plan,it is a grieve mistake on the part of EU &amp;UK bring Nigeria by force with the backing of UK,EU &amp;UN that created him @UKHouseofLords @EU_Commission @UN
His is their lord lugard a soldier 
https://t.co/xEqkhuwDRi",2018-03-24 14:42:17
Security Operatives Burst EIYE Confraternity Human Trafficking Gang In Spain… https://t.co/rqt4sAqGwG  #nigeria,2018-03-24 14:40:58
"(Katsina to employ 1,000 security guards for boarding schools) has been published on Latest Nigeria News - https://t.co/yR4uFhjGcY",2018-03-24 14:30:11
"@MKabrik @AishaYesufu @Ecyassin @VisionaryRonica @FlorenceOzor @obyezeks @ibrahimu14 @BBOG_Nigeria @JeffOkoroafor @BukkyShonibare @tsambido I just I could ignore some tweets. What if this walk in and walk out was part of the deal for return? Wish we could do this years ago, government need to reach out this parents and explain the circumstances and provide adequate security for schools in Nigeria.",2018-03-24 14:23:36
"PMB's playing politics with Nigeria's security &amp; yet some are still following him blindly.Nigerians wake up
#NigeriaNotSecure",2018-03-24 14:23:10
"#Nigeria #Security #DapchiGirls | @SaharaReporters: FLASH: #Dapchigirl Boko Haram terrorists reportedly 5km from Dapchi, they stopped to pray at a village, Galibo. The terror group is expected to drop off lone Xtian girl, Liah Sharibu, kidnapped from Dapchi in February.
#Dapchi",2018-03-24 14:15:15
"Plateau to Witness Increased Security Presence, Says IGP By Seriki AdinoyiÂ in Jos

The Inspector ... https://t.co/gwYjOSChTv",2018-03-24 13:58:18
"UN issues warnings to security agencies over killings in Nigeria
https://t.co/m9b3fxVPF1 https://t.co/7WHXxQO8xJ",2018-05-11 09:44:30
"My Life Is In Serious Danger... Imo State Government Is After My Blood

From my hideout, I cried to the Federal Government of Nigeria , Security Agencies, Human rights Organisations and the Good People of Imo State to... https://t.co/760ufSexEk",2018-05-11 09:43:50
"@PremiumTimesng I don't believe there's room for a DICTATORSHIP position in NIGERIA now or ever. IT'S time  SARAKI &amp;CO lay off . Delay Budget bills, protecting suspected criminals, Disregard for security chiefs, bullying fellow Senators who question his motives against anything anti-CORRUPTION.",2018-05-11 09:38:26
@thecableng @MBuhari This statement from IGP is a big shame to Nigeria security. Imagine the man that will secure Nigeria vote in 2019 saying we should support a particular candidate. That mean we should be expecting rigging.,2018-05-11 09:35:59
"Read @secgovcentre's Special Collection on 'New Approaches to #SSR in #Africa' w/ 8 country case studies from Liberia, Nigeria, Sierra Leone, South Sudan &amp; South Africa addressing the challenges of sustaining security &amp; justice sector reform.
https://t.co/oivTDBdb1T",2018-05-11 09:30:48
"@atiku ,Goodday Sir..A question for you. How do you plan on ensuring better security at the nation's land borders and curbing the issue of power abuse by political office holders and security agencies in Nigeria if elected President?",2018-05-11 09:29:01
"Atiku is our #Assurance come 2019 for #AtikuMeansJob
#BetterLife
#ImprovedHealthcare #opportunities 
#unity
#Security.
Let us support @atiku to step in and right the wrongs, and consequently put #Nigeria back on track towards taking her rightful place in the comity of nations. https://t.co/B0tuhtMpfY",2018-05-11 09:23:09
"In Nigeria, most educated men know that marriage first requires some sort of financial security.
It's probably taken him some time to attain it so for him, money is a tool, an access key.",2018-05-11 09:00:42
"Killings in Nigeria: UN issues warnings to security agencies
https://t.co/rO0TYAXQMZ",2018-05-11 09:00:32
"Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/kA1ykZRkY4",2018-05-11 08:53:07
"Safety Signatures Limited, one of the leading security outfit in Nigeria in a training session https://t.co/L3rqazoASg",2018-05-11 08:47:07
"@BashirAhmaad Well u only compared the foreign reserved. Nt the economic strength,  industrialisation, security, electricity, planing and execution. Among others. Let me tell you, they're still better because Nigeria lacks the aforementioned. SA is therefore more secure in raining days....1/2",2018-05-11 08:40:47
"#UNFAO Promotes home gardening and vegetable production to boost food security and #nutrition among vulnerable groups in Northeast Nigeria. #ZeroHunger
@FAOWestAfrica @FAOAfrica @FAOnews @FAOemergencies @FAO4Members @SuffyKoroma @dburgeon @FAOSDGs https://t.co/QkeupKdlkq",2018-05-11 08:38:50
"ECOWAS calls on Nigeria to take lead in ensuring maritime security in the region
https://t.co/nzN9ygixkq https://t.co/U0ULgEKWu6",2018-05-11 08:21:11
"@Laurestar May your entire family be handled the way @MBuhari is handling security in Nigeria.The more u are disbursing ur 5k,the more Nigerians are getting poorer.why.",2018-05-11 08:13:25
Killings in Nigeria: UN issues warnings to security agencies https://t.co/HLrvC6tCRm,2018-05-11 07:58:54
At this rate would have to locate an army battalion at every single local govt area in Nigeria. Definitely not a sustainable plan. We need an overhaul our security architecture but our toxic politics will not allow that to happen. Security is geared toward regime preservation. https://t.co/p3UpOmwD2r,2018-05-11 07:40:38
"Be that as it may, siting an army battalion there should be seen for what it is - a stop gap. 

Nothing short of the more sustainable actions of improving the lot of generality of the people, will stop the deteriorating security situation in many parts of #Nigeria.",2018-05-11 07:35:49
"Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/euydAcriwh",2018-05-11 07:34:15
Stop the Killings in Nigeria:  UN warns security agencies. https://t.co/D3bojCXdBk,2018-05-11 06:47:48
"#Nigeria here is a huge lesson for @NGRPresident and @AsoRock...pls release the reports of the committees set up to probe security incidences eg #Dapchi     Pentagon probe finds training, command issues in Niger ambush

https://t.co/wJy2t4kl5W

Shared from my Google feed",2018-05-11 06:36:03
Killings in Nigeria: UN issues warnings to security agencies https://t.co/STfboFk43U https://t.co/NNEzFOI5NO,2018-05-11 06:29:06
UN issues warnings to security agencies over killings in Nigeria https://t.co/37EkKJCdNu https://t.co/bFluo5DuA2,2018-05-11 06:19:16
UN issues warnings to security agencies over killings in Nigeria https://t.co/3LfbccEipv https://t.co/aqJzZcGwL5,2018-05-11 06:19:07
DailyPost Ng - Killings in Nigeria: UN issues warnings to security agencies @AfropagesEn https://t.co/l7vYHYiBsm https://t.co/Q9AoqpWq3f,2018-05-11 06:18:40
Killings in Nigeria: UN issues warnings to security agencies https://t.co/92BBfeE5ax,2018-05-11 06:18:01
New post (Killings in Nigeria: UN issues warnings to security agencies) has been published on Wiadnews - https://t.co/ayVyT2dr9F https://t.co/hbnVU5RdXF,2018-05-11 06:15:03
Killings in Nigeria: UN issues warnings to security agencies https://t.co/H5VcFDxjvm https://t.co/MKsOmlXg8y,2018-05-11 06:12:16
Killings in Nigeria: UN issues warnings to security agencies https://t.co/eGy9Y4GUqC https://t.co/QDQhBuOci1,2018-05-11 06:08:40
Killings in Nigeria: UN issues warnings to security agencies - https://t.co/eGy9Y4GUqC https://t.co/jjaDTf0ZCB,2018-05-11 06:08:25
Killings in Nigeria: UN issues warnings to security agencies https://t.co/qlaXDnhdd2 https://t.co/0ByVOw6Y3O,2018-05-11 06:08:21
Killings in Nigeria: UN issues warnings to security agencies https://t.co/09kjizfqUM https://t.co/T7O4zX1o0w,2018-05-11 06:08:21
"The president's security team is so thoroughly Northern in composition that, in a nation as diverse as Nigeria, they can conduct national security council meetings in Hausa if they choose to. Just saying. #NepotismOnSteroid

By Moses Ochonu",2018-05-11 05:44:21
JOHESU Strike: Doctors pledge to work 24 hours in Ondo â€“ https://t.co/LMIMnf8QBt The Nigerian Medical Association in Ondo State has called on the authorities to provide adequate security at the... https://t.co/4IkTKOmibt,2018-05-11 04:41:03
Security Operatives Assisted Delegates In Thumb printing During  Ekiti APC  Primary – Oni | Independent Newspapers Nigeria https://t.co/6dWy4cnoOu,2018-05-11 04:00:25
"Education basically provides a foundation for evaluating options and then deciding on best fit. It is imperative that Nigeria’s focus must be on Education, with Security second and Health third. And given how behind we are, we must not get caught up in trying to build schools.",2018-05-11 03:25:17
"According to WHO more #children and #pregnant  #women have #vitaminA deficiency(VAD) in #Nigeria which is a #publichealth concern thus there is need to fortify #Foods  with #vitaminA.= #yellow #cassava  see how
https://t.co/4x4F013HjG https://t.co/1lVC4AJgj7",2018-05-11 03:22:51
"Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/EUWwiNqgV5 via @BreitbartNews",2018-05-11 00:55:42
"Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/EUWwiNqgV5",2018-05-11 00:55:15
"Retweeted Presidency Nigeria (@NGRPresident):

We’re pleased to see that the new security measures recently directed/approved by President @MBuhari, and aimed at boosting security in and around Benue, Kaduna,... https://t.co/k8PfycGEMJ",2018-05-11 00:12:12
"@iamtheosazee @JayYemi @myphancy @adeyanjudeji Go to Anambra and ask anyone the best governor ever in the state. Wasn’t even his supporter but had no opinion when we saw how he transformed Anambra in 8 yrs . From education to security,obi is arguably the best governor in Nigeria history,only umeh supporters will disagree.",2018-05-10 23:58:35
"World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Ni.. https://t.co/1vbA6OAFvM https://t.co/5EHEOwmQIF",2018-05-10 23:57:51
#InviteOkoroji2Senate We can solve a whole bunch of problems facing the country's security challenges.. Speak up now. @bukolasaraki @ProfOsinbajo @TVCconnect @vanguardngrnews @benmurraybruce @bellanaija Using AI dragnets Technology fully powered in Nigeria by Netcraft,2018-05-10 23:52:46
"Job interview for a security Guard in Nigeria..
Interviewer : Can u speak English ??
Job Seeker: will the thieves come from England? #copied#",2018-05-10 23:52:29
"#InviteOkoroji2Senate AI Technology Dragnet are the most used system board in the USA for all sorts of authentications and security checks, it has help improve all sectors in the economy. We have team of experts that can build that here in Nigeria to solve insecurity @TVCconnect",2018-05-10 23:29:55
"World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/A2Ng9rVMn9",2018-05-10 23:20:53
FUNAAB Reiterates Commitment To Food Security In Nigeria | Independent Newspapers Nigeria https://t.co/IZ5wn01qnO,2018-05-10 23:03:53
"Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/WacoO33C2u",2018-05-10 22:33:31
We need to get security right in Nigeria,2018-05-10 22:08:03
"World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/lmkdXBEfad",2018-05-10 21:49:01
"""the evolving security environment ... characterised by insurgency in the North East, banditry in parts of North West, farmers/herders clashes in the Middle Belt region as well as cases of kidnapping ... necessitated the expansion of Nigeria Air Force"". https://t.co/CL7EKpQdcl",2018-05-10 21:48:09
"Council for African Security Affairs Holds Talk on Democracy, Security in Nigeria https://t.co/DyauVmwHbi via @National Insight News",2018-05-10 21:37:19
"Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/raJfjiR07v",2018-05-10 21:12:25
"@daudayodeji Yes but trying to take them one at a time 
Hydroponics 
Aquaponics 
Aeroponics 
Bioponics 
Peeponics 
Foggaponics 
Permaculture 
Etc 

There is a lot to do to ensure we attain food security in Nigeria, the seminar is to give people options, inspire and guide them to start",2018-05-10 20:23:11
"#Nigeria is Africa's largest democracy and has the continent's biggest economy. It's a key U.S. ally that's too big to fail, writes @nancylindborg: https://t.co/TYTisKHBf9",2018-05-10 20:15:00
"Nigeria is at war – SSANU cries out.

INEPT &amp; INEXPERIENCE SECURITY CHIEFS ARE RESPONSIBLE FOR THE PERENNIAL CARNAGE IN THE LAND.",2018-05-10 20:03:32
"""If the NASS members 
are interested in addressing the security challenges in Nigeria they should pass the budget so that Police can do their job.""

- CP David Igbodo

Adoooooken",2018-05-10 19:26:26
"@ayobamiezot @DoubleEph Like I said before we are comparing security buildings and nothing else, same way a bullet proof car in America will still remain a bullet proof car in Nigeria when it's shipped to 9ja",2018-05-10 19:12:13
"World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/PxriEyQedd",2018-05-10 18:45:19
"World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/Y8T9Ls6PpC https://t.co/dVMZzegdVL",2018-05-10 18:37:47
"World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, #Nigeria https://t.co/32vd8GDWoG via @BreitbartNews https://t.co/vVqNgovl6K",2018-05-10 18:34:53
"via @BreitbartNews World View: Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria https://t.co/P0fbR8eayg https://t.co/j9n3TRrdUq",2018-05-10 18:34:51
"OMG! Fully Loaded Truck Fails Break, Crashes Into Residential Houses In Benue State (Photos): Benue State located at the middlebelt part of Nigeria has been unfortunate in recent times with security breaches by suspected Fulani herdsmen.   Today, it's a… https://t.co/3eExkpqaRp",2018-05-10 18:26:59
#Nigeria: Impeachment: Police beef up security in Ekiti https://t.co/suhg2arFTm,2018-05-10 17:46:53
"See how USAID is helping vulnerable people in Northeast #Nigeria, where prolonged conflict perpetuated by Boko Haram has spurred massive displacement and undermined food security. 
 https://t.co/U4wsYIJrmo https://t.co/6lUj52qmBQ",2018-05-10 17:30:22
"#Nigeria: Gov Masari On Katsina Economic Growth,Security Situation In Nigeria Pt.1 |Question Time| https://t.co/Wt6EIcuyhl",2018-05-10 17:26:08
"#Nigeria: Gov Masari On Katsina Economic Growth,Security Situation In Nigeria Pt.2 |Question Time| https://t.co/9jcyD1PWfJ",2018-05-10 17:26:00
"ICC seeks UN help in arresting three Libyan fugitives 
The International Criminal Court's chief prosecutor requested help from the United Nations Security Council on Wednesday to... https://t.co/KIsl2dZUmW https://t.co/KsyMK7tyv5",2018-05-10 17:19:59
"Boko Haram bomb blasts kill at least 27 this Thursday afternoon, in #Mubi, #Adamawa State, Northeast #Nigeria

https://t.co/K2P0w2Inv6",2018-05-10 17:16:17
Africa:  ECOWAS Calls on Nigeria to Take Lead in Ensuring Maritime Security in the Region https://t.co/SlmE1flgCD,2018-05-10 17:10:09
Blasts kill around 20 people in northeast Nigeria's Mubi: Adamawa police commissioner #world_news https://t.co/qnPn9pgoMH,2018-05-10 17:00:21
"#Nigeria: #JonesAbiri has been detained without charge since he was taken by nine armed security agents in July 2016. Join @pressfreedom in calling on President @MBuhari to immediately release Abiri.
https://t.co/lJCCxPLR7x https://t.co/sOaNZ0UB0i",2018-05-10 17:00:00
"A Nigerian diplomat was found dead on Thursday at his home in the Sudanese capital, Khartoum, the News Agency of Nigeria has reported, quoting two security sources. According to the report, the sources... https://t.co/EELqmLSBbi",2018-05-10 16:56:56
"#Africa - #Nigeria #Benue
JJ_Xenakis:
World View (10-May): Killing of Two Priests Escalates Farmer-Herder Conflict in Benue State, Nigeria
https://t.co/cJS5fBRU4G
| #tcot #PJNET",2018-05-10 16:44:40
"After fleeing Boko Haram, Cameroonian girls sell sex to survive: Since Boko Haram ran them out of their villages, the girls turned to sex work to survive. “I go look for money to feed myself,” Djamila said in the quiet of ... https://t.co/M5Lrr7t91S",2018-05-10 16:37:18
"@msgenguSJ @maphoka_mokutle @ekwunife_dan @KhaleesiNU @SizweDhlomo Investment security, as in ALL countries, is a continuum.
Some sectors have better regulatory &amp; legal security than others, and your due diligence matters.
So, is Nigeria ripe for ALL investments? No country is.
But despite our challenges, we have huge comparative advantages...",2018-05-10 16:10:56
"I am scared the way Nigerian security chiefs are commenting on laws these days
since the killings in Benue began. 

1. Benue Killings: IGP Blames Anti-Grazing Law
2. Buratai: Army Will Secure Nigeria Better With Good Policies and Laws

what did TY Danjuma said. They... what?",2018-05-10 16:09:12
"Now, to our amazing sponsors, we say huge huge thank you for making #CyberSecureNG amazingly successful.

Thanks for contributing to the advancement of cyber security in Nigeria 🙏👊🏻

@MicrosoftNG @lynsectweets @UpgradedEra @OBGinsights @KPMG_NG @CPN_Nigeria /1",2018-05-10 15:53:02
So very true. The more reason why organizations need to seek help from organizations offering affordable security as a service. Such as https://t.co/1IGdEgThn8. https://t.co/HdwRiE7wja https://t.co/XQ5lRqPEhS,2018-05-10 15:44:49
#Nigeria diplomat found dead at his home in #Sudan capital Khartoum - security sources https://t.co/oYIpCV4s3O,2018-05-10 15:28:37
"JOHESU Strike: Doctors pledge to work 24 hours in Ondo 
The Nigerian Medical Association in Ondo State has called on the authorities to provide adequate security at the... https://t.co/yd3yIsoEpQ https://t.co/qQ3QR46r0Z",2018-05-10 15:22:00
#Sudan Khartoum #Nigeria diplomat found dead at his home in the capital  - security sources https://t.co/G4jIUljYV7,2018-05-10 15:10:20
"@DoubleEph Nigeria is way behind in everything.
Infrastructure, health, security, welfare, economy and educational systems are nothing to write home about.

If Ghana or South Africa had half our resources &amp; man power, they would have been up there with the likes of US, Aus, Singapore, ETC",2018-05-10 15:07:37
"In Nigeria individually some are well hail n hearty but collectively PMB is seek,economy is seek, security is seek, education is seek, Health is seek every facet is seek, Nigeria is seek.",2018-05-10 15:02:49
"UN seeks security, communities collaboration to defeat insurgency 
The United Nations Resident Coordinator in Nigeria Edward Kallon on Wednesday advocated for a strong link between the security and... https://t.co/YO8rnctEWk https://t.co/tArJtB1WMn",2018-05-10 14:46:45
"@PoliceNG Define the word... Law.?

Foolish people.
You are the witch and enemy of this country.
You are the basic reason for high scale corruption In Nigeria. Rehabilitating the police force will make Nigeria a home of peace at higher hierarchy. Get lost you evil cult in the of security.",2018-05-10 14:44:25
The United Nations Resident Coordinator in Nigeria Edward Kallon has advocated for a strong link between the security and population to find... https://t.co/DZ7ydS0rYQ,2018-05-10 14:32:41
"The only way we can move forward is if we can sleep comfortably in our houses without fear. I stand with Nigeria.. I stand For security, progress and peace ..",2018-05-10 14:13:50
Only few in the Nigeria's security architecture think critically. Those few arent involved in the bulk of operational n strategic planning. Change this n Nigeria will change,2018-05-10 14:03:12
"@NGRSenate Nawah o. Nigeria sha. Fast the narrative has change, let Senate publish the invite letter to IGP. If Sen. Melaye's arrest is a non issues, why was it the major point of the in ite letter. If Senate wants to be briefed on security issues, invite all service chiefs.",2018-05-10 13:58:41
The bulk of security in Nigeria rests in the hands of men with no capacity for critical thinking. https://t.co/E5icsom9zW,2018-05-10 13:58:41
"@NGRSenate I am impressed with the way the Senate is handling the security threat in the country, the Senate has invited IGP Idris to know what measures he has put in place in ensuring a safer Nigeria &amp; how the Senate can come in to support him",2018-05-10 13:55:50
@NGRSenate IGP Idris should just bury his pride and sum up courage to stand before Nigerians and tell us how far he Has gone in strengthening our  security system in !n Nigeria,2018-05-10 13:46:16
"@SaharaReporters @AmnestyNigeria @PoliceNG @HQNigerianArmy No 100% security in Nigeria fortunately, dose fools are running around committing havocs",2018-05-10 13:41:24
"#Nigeria: Governorship Polls: Police to beef up security in Rivers, 3 other states https://t.co/FwRYP0viH5",2018-05-10 13:37:50
"#Nigeria: Governorship Polls: Police to beef up security in Rivers, 3 other states https://t.co/GtWRdmsDGw",2018-05-10 13:37:50
"Security men, lawmakers conspired to steal mace â€” Police 

The Divisional Police Officer in the National Assembly, CSP Sulu-Gambari Abdul, on Wednesday blamed the April 18 invasion of the... https://t.co/y9xn5fFn74 https://t.co/GEdttEqJvf",2018-05-10 13:34:20
@PDPNYF @Amaka_Ekwo @NGRSenate @YemieFASH @officialKolaO @bolaNLee_c @NGRWailers @realFFK @SweetShantel @ImagineFavor @AgorasBlog Your president sent you on a mission on security issues you did not go and the Senate invites you and you said you are not coming.lnspector General of police in Nigeria what kind of human are you.?.world take note Nigeria is sliding to a fail State.,2018-05-10 13:25:58
"ANOTHER EVIDENCE OF COLLUSION

- @AmnestyNigeria informed @PoliceNG &amp; @HQNigerianArmy of impending attacks by #FulaniHerdsmen on communities in Adamawa

- Security Forces took no action.
- The #Terrorists attacked &amp; displaced residents of 5 villages

https://t.co/3VoJXCsveM https://t.co/Gj8GIrxdP2",2018-05-10 13:21:33
"Nigerian Diplomat Found Dead in Sudan's Capital Khartoum - Source A Nigerian diplomat was found dead on Thursday at his home in Khartoum, two security sources said, adding that he had apparently been killed and that an investigation was underway. https://t.co/Sw9gGs7eRQ https://t.co/qg0wDvEper",2018-05-10 13:20:23
Nigerian Diplomat Found Dead At Home In Khartoum - Security Sources | Independent Newspapers Nigeria https://t.co/SvUIQrxHkd,2018-05-10 13:12:10
News Nigeria Today See Why Police Stopped Flavour’s Show In Ebonyi - https://t.co/Azr5Aa3HrE adedamola-ogungbe,2018-05-10 13:06:16
"While Benue and Taraba states are still suffering from daily attacks by herdsmen, Buhari goes all out on expanding security detail for his friend El Rufai in his Kaduna state: can Nigeria survive for long under this kind of Bias... https://t.co/4NyMnxGHT0",2018-05-10 13:04:28
#Fulani killers in Nigeria are terrorists. They are being aided by the Fulani led Nigeria GOVERNMENT.  Why is the security apparatuses in Nigeria being headed by Fulanis?,2018-05-10 12:49:32
"Retweeted Government of Nigeria (@AsoRock):

Joint Intervention Force comprising Army, Air Force and Naval Personnel, in addition to extra Police Deployments. The increased security presence is already yielding... https://t.co/e7miHNV2Ym",2018-05-10 12:46:03
"Job interview for a security Guard in Nigeria

Interviewer : Can u speak English ??

Job Seeker: will the thieves come from England?",2018-05-10 12:43:04
IG of police's refusal to honour invitation by Senate about killings in central Nigeria is seen as security threat to the country Nigeria.,2018-05-10 12:42:56
"You didn't invite the IGP, over the internal security crisis 
You have failed to take any concrete step, towards improving policing in Nigeria (police reform
You invited the IGP,  over ongoing court case involving one of Your own",2018-05-10 12:31:15
"Job interview for a security Guard in Nigeria 
Interviewer : Can u speak English ??
Job Seeker: will the thieves come from England?",2018-05-10 11:59:04
the security situation in Nigeria is worrisome. the fulani herdsmen after killing the priest and several other worshipers in Benue state were dancing in the bush with the choir rope and other musical equipment from the church and no one is talking. God bless Nigeria,2018-05-10 11:42:19
"@atiku Good afternoon sir, I believe you are a better option than our present president. We all know that economy and security is our main problem now in this nation. Please what plan do you for Nigeria in these two areas",2018-05-10 11:37:06
"Lol...like my bro always say, when u go to SARS office,you ll pity Nigeria,cos it will Dawn on you to realise that the security of this Nation is in the hands of Criminals (supposedly reformed) https://t.co/HO6vc45Tsw",2018-05-10 11:33:16
"This is how the IGP is doing ""Testing Testing"" with the security issues in Nigeria  while reporting to Buhari saying ""the number of people killed never reach the level of declaring war on Killer-herdsmen""👇👇 https://t.co/7Y6qLjNtC4",2018-05-10 11:28:25
"@channelstv @NIGsenators Ur rather de enemies of Democracy,enemies of de Federal Republic of Nigeria/Nigerians,enemies of Buhari/Osibanjo,enemies of de office of de COM in Chif, enemeies of Justice/judiciary/rule of law,enemies of de economy/security much more enemies,U ar now a gangsta club",2018-05-10 11:24:02
"@1Ibifubara @dankasa300 @PremiumTimesng Three institutions of government - judiciary, legislature and executive - the police is a security agency in the executive. What is the disrespect in being summoned to appear before the Senate. We cannnot give cover for bad behaviour. Appear and say your piece - do it for Nigeria",2018-05-10 11:21:41
"@Karovoni Aside from Dino's case, don't you think that Senate needs briefing on the security situation in Nigeria? 

Is the IG now above who can be summoned by the Senate?",2018-05-10 11:09:24
"@deenelyaqub @FaroukShagari @DoubleEph Guys please, 66million dollars is not a mere sum by any stretch. No, the sum does not include furnishings. As for security installations - what are you creating a national vault? Been to the current headquarters and many new buildings in Nigeria - what security installations",2018-05-10 10:56:04
"Why do you think insecurity thrives in Nigeria?

A) Corruption

B) Bad governance and under development

C) Poor quality of the law enforcement personnel

D) All of the above

#question #insecurity #security #corruption #governance #Nigeria #Nigerians #police https://t.co/vBEh9e2MJV",2018-05-10 10:49:11
@DoubleEph For a security and intelligence agency such as the @officialEFCC in a country like Nigeria with high rate of financial crimes it could be much more.,2018-05-10 10:45:21
"@aghogho_ovuorie @chymoni2004 @UgAtoba @PoliceNG If it's about the killings in the country, y call the police boss only? In Nigeria, The NPF is not the only one involved in the national security, the Armed Forces and NSCDC are also involved? Y not summon them all(Service Chiefs)?",2018-05-10 10:42:01
"Nigeria Security Tracker April 28 - May 4 contd

May 4: Four suicide bombers killed themselves and three others in Konduga, Borno. Boko Haram was suspected.",2018-05-10 10:40:50
"Nigeria Security Tracker April 28 - May 4 contd
May 3: Herdsmen killed fifteen in Numan and Lamurde LGAs in Adamawa.
May 3: Nigerian soldiers neutralized a suicide bomber before they could detonate in Bama, Borno. Boko Haram was suspected.",2018-05-10 10:40:07
"Nigeria Security Tracker April 28 - May 4
May 2: Boko Haram killed ""many"" (estimated at ten) in Konduga, Borno.
May 2: Bandits killed thirteen in Maru, Zamfara.
May 3: Four suicide bombers killed themselves but no others in Maiduguri, Borno. Boko Haram was suspected.",2018-05-10 10:39:09
"Nigeria Security Tracker April 28 - May 4 contd
April 28: Herdsmen killed eight in Gwer West, Benue.
May 1: Two suicide bombers killed themselves and eighty-four others in Mubi South, Adamawa. Boko Haram was suspected. 
May 1: Herdsmen killed six in Guma, Benue.",2018-05-10 10:37:49
"Nigeria Security Tracker April 28 - May 4

April 28: Bandits killed fourteen miners in Birnin Gwari, Kaduna.
April 28: Nigerian fighter aircraft bombed Boko Haram territory in Konduga, Borno, killing ""scores"" (estimated at fourty) of militants.",2018-05-10 10:36:40
"@GreatGracious Just look at the composition of the Executive Arm of Govt in Nigeria 2day. The Service Chiefs &amp; the high ranking officers in charge of security in Nigeria – all from the same region as these killers. Remove these people, and put in unbiased Nigerians to protect us! #ANigeria4All",2018-05-10 10:16:47
"If the @SPNigeria @bukolasaraki and the entire Senate is serious about the well-being and security of Nigeria and Nigerians, they won't be distracting the Inspector General of @PoliceNG at this trying time. But they choose to belittle themselves in the eyes of the public.",2018-05-10 10:04:13
